image,title,description,total time,ingredients,instructions
https://pinchofyum.com/wp-content/uploads/Green-Bean-Casserole-4-183x183.jpg,Green Bean Casserole,"This Green Bean Casserole is a Thanksgiving classic! Fresh blanched beans in a silky, rich sauce speckled with gruyere and shallots – plus crispy onions on top to boot! ",1 hour 5 minutes,gruyer allpurpos flour garlic green bean shallot veget broth whole milk white wine soy sauc crispi fri onion butter,"['Preheat the oven to 375 degrees. Bring a large pot of water to a boil. Working in two batches, blanch the green beans until they’re bright green and tender-crisp, about 1-2 minutes. Drain the green beans and transfer them to a casserole dish.\xa0', 'Melt the butter in a saucepan over medium heat. Add in the shallot, cooking for a couple minutes until tender. Whisk in the flour, and cook for a couple minutes until the mixture is golden brown. Slowly add in the wine, broth, soy sauce, and milk – separately, whisking after each addition (you’re building the sauce here so it’s good to pause and let things thicken before the next addition). For the final thickening of the sauce, bring to a simmer for a few minutes and continue to whisk until the mixture thickens enough to easily coat the back of a spoon. Remove from heat and stir in the garlic, salt, and gruyere cheese.\xa0', 'Pour the sauce over the green beans. Cover with foil and bake for 25 minutes. Uncover, and bake for another 15 minutes. Give the green beans a quick toss to get them nice and coated in the sauce. Wipe down the edges of the casserole dish. Then, top with fried onions and bake for another 5 minutes. Let stand for 5-10 minutes to let the sauce settle into all its silky-smooth glory.']"
https://pinchofyum.com/wp-content/uploads/Chicken-Pot-Pie-with-Biscuits-Square-183x183.jpg,Chicken Pot Pie with Biscuits,"Chicken Pot Pie with Biscuits! Sautéed shallots and thyme, a splash of white wine, creamy chicken, peas, and carrots all baked under a homemade biscuit topping. YUM.",1 hour,cream bake powder celeri thyme garlic carrot shallot white wine tini squeez lemon juic flour sugar chicken chicken broth whole milk pea,"['Biscuits: Preheat the oven to 425 degrees. Mix flour, baking powder, sugar, and salt together. Grate butter and work it into the dry mix with your hands. Add milk and stir gently with a fork to bring it all together. Turn dough out onto a clean counter. Fold it over a few times to get it into a 1-2 inch thick layer. Roll into a flat little block and cut 6-8 biscuits from it using a biscuit cutter, rim of a drinking glass, or… just a knife. Let’s not be too precious here.', 'Filling: Melt the butter in a large oven-safe Dutch oven or pan. Add the shallots, garlic, and thyme; sauté for 5 minutes. Add the carrots, celery, and 1 teaspoon of salt; sauté for 5 minutes. Add the flour; let it cook for 1-2 minutes. Add wine; let it sizzle out. The mixture will be sticky and thick. Don’t panic. You’re doing it right. Slowly and gradually, add the chicken broth, milk, and cream. Stir and let it rest a bit after each addition. After a few minutes the mixture should resemble a thick, creamy soup. Add chicken and peas. Season to taste with remaining salt, pepper, and just a tiny bit of lemon juice. Remove sprigs of thyme.', 'Bake: Arrange biscuits on top of filling. Brush biscuits with milk or butter for extra browning. Bake for 15-20 minutes, until hot, bubbly, and biscuits are cooked through. Let rest for 10 minutes before serving and season with salt and pepper to taste! YUM.']"
https://pinchofyum.com/wp-content/uploads/Sweet-Potato-Casserole-Recipe-2-183x183.jpg,Sweet Potato Casserole with Brown Sugar Topping,Sweet Potato Casserole from scratch with a crunchy brown sugar topping that will give you life. A Thanksgiving recipe classic!,45 minutes,cane sugar milk brown sugar egg sweet potato vanilla flour pecan butter,"['Preheat the oven to 350 degrees. Mash the sweet potatoes and add the melted butter, milk, sugar, vanilla, beaten eggs, and a pinch of salt. Stir until incorporated. Pour into a shallow baking dish or a cast iron skillet.', 'Combine the butter, brown sugar, flour, and pecan pieces in a small bowl, using your fingers to create moist crumbs. Sprinkle generously over the casserole. Bake for 25-35 minutes, until the edges pull away from the sides of the pan and the top is golden brown. Let stand for the mixture to cool and solidify a little bit before serving.']"
https://pinchofyum.com/wp-content/uploads/Chicken-Tortilla-Soup-2-183x183.jpg,Chicken Tortilla Soup,"Winner, winner, Chicken Tortilla Soup dinner! Tender chicken thighs, creamy pinto beans, garlic and onions, crushed tomatoes, jalapeño pepper, crushed tomatoes, and ALL the toppings. ",30 minutes,jalapeo oregano garlic pinto bean red onion crush tomato veget broth cumin andor chili powder crispi tortilla strip boneless skinless chicken thigh,"['Heat oil in a soup pot over medium heat. Add onion, garlic, jalapeño, and seasonings; sauté for about 5-10 minutes or until very soft and fragrant.', 'Add the crushed tomatoes, broth, chicken thighs, and salt. Simmer for 10-15 minutes or until chicken thighs are cooked through.', 'Remove chicken from the pot. When cool enough to handle, shred and chop into small bite-sized pieces. Stir back into the pot with the beans. Add more broth depending on how thin you like it. Top with EVERYTHING. Crispy tortilla strips, cilantro, cotija, crema, lime, etc.']"
https://pinchofyum.com/wp-content/uploads/Pumpkin-Soup-Square-183x183.png,Pumpkin Soup with Walnut Crispies,"It’s lush, it’s beautiful, it’s creamy Pumpkin Soup with Walnut Crispies! Made with a whole roasted pumpkin, garlic, cream, speckles of fresh herbs, and topped with the best sweet/savory walnut crispies. ",1 hour 20 minutes,cream whole pumpkin whole butternut squash cayenn pepper chicken veget broth walnut garlic brown sugar gruyer kale chip rosemari thyme black pepper butter,"['Preheat the oven to 400 degrees. Cut pumpkin or squash in half (side to side with a pumpkin, lengthwise with a squash). Scoop out the seeds and pulp from each half. Score the surface of the pumpkin or squash with a knife so all the flavors can get in there really good when it’s roasting. Place on a sheet pan.', 'Remove most of the papery stuff from the head of garlic. Cut in half (side to side). Rub garlic around the surface of the pumpkin or squash. Tuck some thyme and the garlic into each cavity. Drizzle with olive oil and some salt. Roast for 45 minutes (more or less depending on the size of your pumpkin).', 'Meanwhile, mix the butter, brown sugar, salt, and pepper in a small bowl. When the oven timer goes off, add the walnuts to the pan and toast (with the squash) for another 8-10 minutes.', 'Toss the toasted walnuts with the butter and brown sugar mixture – right on the sheet pan is fine. Remove the herbs; scoop the flesh of the pumpkin or squash into a blender, and add 3-4 of the roasted garlic cloves. Add about 1 cup of broth and puree until very smooth (you may need to do this in batches, adding more broth as you go to thin to your desired consistency).', 'Transfer pureed soup to a saucepan; season with salt, add half and half, and adjust to however you like it.', 'Serve that silky smooth, mellow, beautiful soup topped with the brown sugar walnut crispies, grated Gruyere cheese, chopped apples, thyme, whatever you like. (I like all of it.)']"
https://pinchofyum.com/wp-content/uploads/Healing-Chicken-and-Rice-Soup-Square-183x183.jpg,Healing Chicken and Rice Soup,"Healing Chicken and Rice Soup that is limey, salty, and so fresh! Garlic-ginger-infused broth, shredded chicken thighs, tender jasmine rice, fresh herbs, and peanuts. YUM.",50 minutes,babi spinach ginger jasmin rice garlic peanut cashew juic lime shallot turmer chicken broth boneless skinless chicken thigh soy sauc fish sauc herb,"['Heat olive oil in a large soup pot over medium heat. Add the garlic, ginger, and shallots. Sauté for 3-5 minutes.', 'Add the chicken thighs. Sprinkle with 1 teaspoon salt and turmeric. Cook, undisturbed, for a few minutes. (Add 1/4 cup water to the pan to create a little steam bath if it’s getting too browned on the bottom.) Flip and repeat until cooked through. Remove chicken and set aside.', 'Add spinach and 1/2 teaspoon salt to the pan. Sauté for 2-3 minutes until wilted. Remove spinach and set aside.', 'Add rice to the pan. Sauté for 1-2 minutes so it picks up all the good pan flavors. Add 6 cups broth and bring to a simmer.', 'While the rice is cooking, shred the chicken.', 'When the rice is soft, add chicken and spinach back to the pan. Season with lime juice, soy sauce / fish sauce, and fresh herbs. Add extra broth as needed. YUM.']"
https://pinchofyum.com/wp-content/uploads/Peppery-Torn-Croutons-Square-183x183.png,Peppery Torn Homemade Croutons,"Toasty, chewy, peppery homemade croutons! Little bites of crispy-meets-olive-oil-soaked bread that are just begging to go with your favorite fall soup or on a delicious green salad.",20 minutes,garlic loaf sourdough bread tuscan bread ani rustic loaf work black pepper,"['Preheat oven to 400 degrees. Pull the bread into crouton-y sized chunks.', 'Combine the olive oil and garlic in a large bowl. Add bread and massage to work the oil in (some of the bread might crumble into tiny pieces, which provides great texture variety). Season thoroughly with salt and lots of pepper.', 'Bake for about 15 minutes, turning once so they get evenly browned. Cool on paper towels to absorb excess oil.', 'Use for dunking, dipping, and sopping up all that amazing soup; freeze your extras and re-toast in the oven for future soup-ing!']"
https://pinchofyum.com/wp-content/uploads/Sausage-White-Bean-Square-183x183.png,"Sausage, Kale, and White Bean Soup","Bringing you this creamy, rich Sausage, Kale, and White Bean Soup! Herby Italian sausage, kale, smoky paprika, creamy beans and potatoes, and a splash of cream. This is a must-make for soup season!",50 minutes,cream italian sausag garlic black pepper lemon juic cannellini bean paprika flour yellow onion chicken broth kale potato,"['Onions, Garlic, and Sausage: Heat the olive oil over medium-high heat. Add the onion and garlic; sauté for 10 minutes or until very soft and fragrant. Add the sausage and cook until browned. Drain out excess grease.', 'Spices: Add the smoked paprika and flour; sauté for one minute.', 'Veggies: Add broth, a little at a time. Add potatoes; bring to a simmer over low heat. Cook for 10-15 minutes or until potatoes are tender. Add kale and white beans and simmer for another 5-10 minutes.', 'Finish: Add half and half, salt, pepper, and lemon juice to taste. VOILA!']"
https://pinchofyum.com/wp-content/uploads/condensed-soup-2-Square-183x183.jpg,Homemade Cream of Chicken Soup,This is a super easy recipe for making your own homemade cream of chicken soup. Just four ingredients and so delicious!,15 minutes,chicken broth milk season flour,"['Combine the chicken broth and 1/2 cup of the milk in a large saucepan. Bring to a low boil.', 'Meanwhile, in a small bowl, whisk the flour and seasonings into the remaining 1 cup milk until a smooth, thick mixture forms.', 'Pour the flour and milk mixture into the saucepan with the broth mixture over low heat and stir continuously, whisking as the mixture simmers. Continue to simmer and stir/whisk until the mixture is smooth and thick, 5-10 minutes. The mixture will thicken a bit as it cools.']"
https://pinchofyum.com/wp-content/uploads/Coconut-Soup-with-Tofu-Square-183x183.png,Thai Coconut Soup with Tofu and Rice,"It’s Thai Coconut Soup with Tofu and Rice! A savory coconut creamy broth, swirls of chili oil floating on top, beautiful veg and cubes of flavor-soaked tofu, and a pile of steamy rice at your service.",1 hour,ginger veget chicken broth garlic full fat coconut milk fish sauc red bell pepper brown sugar roast red chili past tofu juic lime rice cilantro lemongrass mushroom,"['Heat the oil in a soup pot over medium heat. Add the garlic, ginger, and lemongrass; sauté for 3-5 minutes (but don’t let the garlic brown – if it starts browning, remove from heat / turn the heat down).', 'When everything is soft-ish and smells really nice, add the roasted red chili paste and sauté for 1-2 minutes. Add the mushrooms and red pepper (and any other veggies you like). Sauté for 3-5 minutes to get them sweating a bit, and then add the tofu and broth and bring to a simmer. Simmer for 10-15 minutes.', 'Add coconut milk, fish sauce, brown sugar, lime juice and zest, and salt. \xa0Stir in the cilantro. Taste and adjust till you get it just how you like it. Pull out the lemongrass chunks.', 'I like to ladle the soup over a shallow bowl filled halfway with rice – so the soup kind of goes on one side and the rice on the other, with the coconuty broth spilling over into the rice a bit. Top it off with extra cilantro and chili oil. SO, SO GOOD.']"
https://pinchofyum.com/wp-content/uploads/Mushroom-Soup-Square-183x183.png,Creamy Mushroom Soup,"All hail this Creamy Mushroom Soup! Earthy mushrooms, velvety broth, onions and shallots, plus splashes of white wine and cream to finish. This is a good soup moment! ",35 minutes,cream broth allpurpos flour butter thyme garlic shallot loaf sourdough bread black pepper white wine mushroom,"['Prepare the croutons. Set aside.\xa0', 'Heat the butter and oil in a soup pot over medium high heat. Add the mushrooms and shallots; sauté for 10 minutes until soft, fragrant, and delicious. Add the garlic; sauté for 1-2 minutes.', 'Add the flour; stir to coat everything. It will be very thick and dry (see notes). Add the wine slowly, letting the mixture loosen up. Add the broth slowly, stirring to form a smooth-ish soup.\xa0', 'Add the cream and the salt, pepper, and fresh thyme. Don’t boil it, but if you can give it a little bit of time to just hang out over very low heat (or even off heat), that is ideal – the flavors get better with just a little time to sit. Then again, if you cannot wait (I often can’t), it’s also SO delicious right here, right now, right out of the pot.', 'Serve with croutons on top.']"
https://pinchofyum.com/wp-content/uploads/Sunday-Chili-Square-183x183.jpg,The Best Sunday Chili,"This is the BEST Sunday Chili! Beef, bacon, tomatoes, chopped veggies, beans, and spices – it’s a cozy weather weekend essential!",2 hours 30 minutes,cumin bean chili powder oregano garlic carrot beef jalapeno fire roast crush tomato beef broth chicken broth garlic powder onion bacon tomato past avocado,"['Mix salt with ground beef. Set aside so it can get nice and salty while you prep the other ingredients. In a large Dutch oven over medium high heat, fry your bacon pieces until crispy. Drain on paper towel lined plates. Pour off most of the bacon fat, but leave 1-2 tablespoons for sautéing.', 'Add the onion, garlic, jalapeno, and carrots. Sauté until soft and fragrant.', 'Add the ground beef and spices. Brown until fully cooked.', 'Add the tomato paste. Sauté for 2-3 minutes.', 'Add tomatoes, beans, broth, and bacon. Bring to a low simmer. Cover it and let it hang out over low heat for at least 30-45 minutes, but ideally 2+ hours (this helps the flavors develop and this is why it’s Sunday chili). You can alternate between\xa0 keeping it over a low flame and just letting it rest in the hot pot. It will thicken, so use extra water or broth to thin it out to desired consistency.', 'BOOM! Top with all your favorite toppings. Make plans to revisit this again next Sunday.']"
https://pinchofyum.com/wp-content/uploads/Smoky-Red-Lentil-Stew-Square-183x183.png,Smoky Red Lentil Soup with Spinach,"This Smoky Lentil Soup is ultra creamy and totally vegan! Packed to the brim with veggies, red lentils, coconut milk, and lots of spices, it’s a total win for the coziest months of the year! ",35 minutes,cumin celeri red lentil garlic carrot onion powder flatbread juic lemon spinach fullfat coconut milk paprika turmer veget broth garlic powder onion honey black pepper,"['Heat the olive oil in a large soup pot over medium heat. Add the onion, carrot, and celery; sauté until softened, about 5-10 minutes.\xa0', 'Add the garlic, spices, and lentils. Stir to combine and let it stay on the heat for just a minute to get the garlic smelling really good.\xa0', 'Add the broth. Bring to a simmer; place lid partially on the pot and simmer for 10 minutes, stirring once or twice during cooking time.\xa0', 'Add coconut milk, spinach, salt, lemon juice, and season to taste. (I like a little drizzle of honey, and a couple shakes of garlic powder, onion powder, and cranks of freshly ground black pepper.)', 'Serve with socca or some other flatbread for dipping and dunking. Wholesome, colorful, and SO yummy!']"
https://pinchofyum.com/wp-content/uploads/Country-Chicken-Stew-CK-183x183.png,Country Chicken Stew,"A cozy, hearty, humble bowl of this Country Chicken Stew is waiting for you! Chicken, thick-cut bacon, navy beans, veggies, and fresh herbs all simmering in one big pot. It’s a good one, friends! ",1 hour 45 minutes,thickcut bacon thyme garlic carrot parsley ani herb finish onethird cabbag navi bean lemon red wine vinegar finish onion whole chicken,"['Cover the beans with water and soak for 4-12 hours.', 'Heat the bacon, onion, and garlic over medium high heat. Sauté until everything is very soft and flavorful, about 10 minutes.', 'Add the beans and herbs to the pot, and place the whole chicken on top of everything. Cover with water. Throw in the salt, put a lid on, and let it simmer for about an hour.', 'After an hour, take the chicken out and transfer to a large plate or cutting board to cool. Skim the top of the soup pot for any weird-looking foam. Pull out the herbs. Add carrots and cabbage and let the whole thing keep cooking to get those veggies softened.', 'When the chicken is cool enough to handle, pull the chicken meat off and cut / shred into bite-sized pieces. I usually add half of the chicken back to the pot and then save the other half for something else delicious later in the week. Squeeze a little lemon juice in there or hit it with a splash of red wine vinegar to finish. Serve with extra herbs if you want, and definitely get a piece of hot crusty bread slathered with that amazing garlic herb butter ready for some dunking. Oh my goodness, what a beauty. You’ve arrived.']"
https://pinchofyum.com/wp-content/uploads/Sunday-Chili-Square-183x183.jpg,The Best Sunday Chili,"This is the BEST Sunday Chili! Beef, bacon, tomatoes, chopped veggies, beans, and spices – it’s a cozy weather weekend essential!",2 hours 30 minutes,cumin bean chili powder oregano garlic carrot beef jalapeno fire roast crush tomato beef broth chicken broth garlic powder onion bacon tomato past avocado,"['Mix salt with ground beef. Set aside so it can get nice and salty while you prep the other ingredients. In a large Dutch oven over medium high heat, fry your bacon pieces until crispy. Drain on paper towel lined plates. Pour off most of the bacon fat, but leave 1-2 tablespoons for sautéing.', 'Add the onion, garlic, jalapeno, and carrots. Sauté until soft and fragrant.', 'Add the ground beef and spices. Brown until fully cooked.', 'Add the tomato paste. Sauté for 2-3 minutes.', 'Add tomatoes, beans, broth, and bacon. Bring to a low simmer. Cover it and let it hang out over low heat for at least 30-45 minutes, but ideally 2+ hours (this helps the flavors develop and this is why it’s Sunday chili). You can alternate between\xa0 keeping it over a low flame and just letting it rest in the hot pot. It will thicken, so use extra water or broth to thin it out to desired consistency.', 'BOOM! Top with all your favorite toppings. Make plans to revisit this again next Sunday.']"
https://pinchofyum.com/wp-content/uploads/Smoky-Red-Lentil-Stew-Square-183x183.png,Smoky Red Lentil Soup with Spinach,"This Smoky Lentil Soup is ultra creamy and totally vegan! Packed to the brim with veggies, red lentils, coconut milk, and lots of spices, it’s a total win for the coziest months of the year! ",35 minutes,cumin celeri red lentil garlic carrot onion powder flatbread juic lemon spinach fullfat coconut milk paprika turmer veget broth garlic powder onion honey black pepper,"['Heat the olive oil in a large soup pot over medium heat. Add the onion, carrot, and celery; sauté until softened, about 5-10 minutes.\xa0', 'Add the garlic, spices, and lentils. Stir to combine and let it stay on the heat for just a minute to get the garlic smelling really good.\xa0', 'Add the broth. Bring to a simmer; place lid partially on the pot and simmer for 10 minutes, stirring once or twice during cooking time.\xa0', 'Add coconut milk, spinach, salt, lemon juice, and season to taste. (I like a little drizzle of honey, and a couple shakes of garlic powder, onion powder, and cranks of freshly ground black pepper.)', 'Serve with socca or some other flatbread for dipping and dunking. Wholesome, colorful, and SO yummy!']"
https://pinchofyum.com/wp-content/uploads/Country-Chicken-Stew-CK-183x183.png,Country Chicken Stew,"A cozy, hearty, humble bowl of this Country Chicken Stew is waiting for you! Chicken, thick-cut bacon, navy beans, veggies, and fresh herbs all simmering in one big pot. It’s a good one, friends! ",1 hour 45 minutes,thickcut bacon thyme garlic carrot parsley ani herb finish onethird cabbag navi bean lemon red wine vinegar finish onion whole chicken,"['Cover the beans with water and soak for 4-12 hours.', 'Heat the bacon, onion, and garlic over medium high heat. Sauté until everything is very soft and flavorful, about 10 minutes.', 'Add the beans and herbs to the pot, and place the whole chicken on top of everything. Cover with water. Throw in the salt, put a lid on, and let it simmer for about an hour.', 'After an hour, take the chicken out and transfer to a large plate or cutting board to cool. Skim the top of the soup pot for any weird-looking foam. Pull out the herbs. Add carrots and cabbage and let the whole thing keep cooking to get those veggies softened.', 'When the chicken is cool enough to handle, pull the chicken meat off and cut / shred into bite-sized pieces. I usually add half of the chicken back to the pot and then save the other half for something else delicious later in the week. Squeeze a little lemon juice in there or hit it with a splash of red wine vinegar to finish. Serve with extra herbs if you want, and definitely get a piece of hot crusty bread slathered with that amazing garlic herb butter ready for some dunking. Oh my goodness, what a beauty. You’ve arrived.']"
https://pinchofyum.com/wp-content/uploads/Vegan-Mac-Square-183x183.png,Incredible Vegan Mac and Cheese,"Truly incredible Vegan Mac and Cheese is ready for you! Silky cheese sauce, made with plant-based milk and nutritional yeast, is poured over macaroni noodles and comes together with creamy plant butter. It’s luscious! ",25 minutes,cornstarch nondairi butter elbow macaroni pasta nutrit yeast turmer paprika onion powder teensi squeez lemon juic garlic powder nondairi milk,"['“Cheese” powder: Blend all cheese powder ingredients until you get a fine powder, about 30 seconds. Store this powder in a jar and this will be enough powder to make 3-4 future batches of vegan mac and cheese for ya!', 'Noodles: Cook macaroni according to package directions. Drain.', '“Cheese” Sauce Magic: Pour milk + 3 tablespoons powder into a small saucepan. Whisk thoroughly and gently bring to a slow simmer until you are looking at a creamy, “cheesy” sauce.', 'Finish and Delight: Combine cheese sauce and cooked macaroni. Stir in your knob of butter. Finish to taste – I like just a tiny squeeze of lemon juice (not enough to taste like lemon, but just enough to wake the whole thing up), plus some freshly cracked black pepper. So creamy, so “cheesy”, so yum.']"
https://pinchofyum.com/wp-content/uploads/Crockpot-Ragu-Recipe-183x183.jpg,Slow Cooker Beef Ragu with Pappardelle,"We’re making this cozy, comforting Beef Ragu with Pappardelle! Steak is braised in the crockpot for hours with garlic, tomatoes, veggies, and herbs, then shredded and piled high on pappardelle with Parm cheese. ",8 hours 10 minutes,flank steak thyme garlic carrot bay crush tomato reduc beef broth parmesan pappardel pasta,"['In a small skillet, heat the oil over medium high heat. Add the garlic and cook, stirring, until golden and lightly browned, about 2 minutes.', 'Season the beef with 1 teaspoon salt and pepper to taste. Transfer to a 5- to 6-quart slow cooker. Pour the tomatoes and broth over the beef and add the garlic from step one, carrots, bay leaves, and thyme.', 'Cover and cook on high for 6 hours or on low for 8 to 10 hours. Discard the herbs and shred the beef in the pot using 2 forks.', 'Cook the pasta according to package directions. Drain, return to the pot, and add the sauce from the slow cooker. Increase the heat to high and cook, stirring, until the pasta and sauce are combined, about 1 minute.', 'Divide among 8 bowls and top each with Parmesan, ricotta, and parsley. Serve hot!']"
https://pinchofyum.com/wp-content/uploads/Tempeh-Bowls-Square-183x183.png,Fall Favorite Maple-Mustard Tempeh Bowls,"These tempeh bowls are a true fall favorite! Massaged kale, sweet potatoes, roasty marinated maple-mustard tempeh, crunchy apple, and an unexpected pile of briney sauerkraut.",50 minutes,quinoa stone mustard sweet potato tempeh sauerkraut soy sauc mapl syrup kale avocado,"['Make the dressing and marinate tempeh:\xa0Preheat the oven to 425 degrees. Shake dressing ingredients in a jar. Marinate the tempeh in about half of the dressing for about 30 minutes, or just while the oven heats up.', 'Roast tempeh and sweet potato: Place marinated tempeh (with marinade) on a baking sheet. Add sweet potatoes to the other half of the baking sheet. Drizzle with oil, sprinkle with salt, and roast for 25-30 minutes. When both are browned and roasted, toss the tempeh with a little more dressing so it soaks up lots of mapley-mustardy flavor.', 'Get the kale all yummy: Pro tip: place the kale in the same bowl that the marinated tempeh was in so it can grab onto all the leftover marinade in the bowl. Massage the kale with a little bit more dressing and the avocado, so the avocado kind of smashes into the dressing and makes it tender and a little bit creamy.', 'Toss and serve: Toss up the roasted tempeh, sweet potato, kale, sauerkraut, in a big bowl with any other extras that you like. I mean, RIGHT?! It’s shockingly good.']"
https://pinchofyum.com/wp-content/uploads/Veg-Meatballs-Square-183x183.png,30 Minute Vegetarian Meatballs,"These vegetarian meatballs are incredibly easy and super versatile! Packed with cauliflower, quinoa, brown rice, garlic, and spices. Stockpile these in your freezer and your future self will thank you. ",30 minutes,spice egg quinoa andor brown rice panko breadcrumb cauliflow rice cauliflow floret,"['Cauliflower and Rice: Preheat the oven to 400 degrees. Steam the cauliflower rice according to package directions in the microwave. Do the same for the rice so it’s warm and soft. (If using cauliflower florets, boil until tender and drain.)', 'Mix: Pulse the cauliflower and quinoa through a food processor until semi-smooth (see pictures for texture). Transfer mixture to a large mixing bowl and combine with all other ingredients. Stir until everything is incorporated. Roll into small balls (about one heaping tablespoon per ball was best for me).', 'Cook: Brush generously with olive oil and bake for 20 minutes.\xa0Serve with yummy sauces, salads, bowls, or freeze for later!']"
https://pinchofyum.com/wp-content/uploads/5-Ingredient-Green-Curry-Square-183x183.jpg,5-Ingredient Green Curry,"5-Ingredient Green Curry! packed with tons of veggies, an easy green curry sauce, and finished with golden raisins and cilantro.",45 minutes,tofu sweet potato hand golden raisin orso broccoli floret three coconut milk hand cilantro green curri past lil fish sauc brown sugar,"['Tofu:\xa0Press the tofu with paper towels to remove water. Cut tofu into cubes. In a large soup pot, heat the olive oil over medium high heat. Add the tofu, sprinkle with salt, and pan fry for 10-15 minutes, until golden brown. Remove and set aside.', 'Veggies:\xa0Add sweet potatoes, coconut milk, and curry paste to the soup pot. Simmer for 5-10 minutes until potatoes are fork-tender. Add broccoli and tofu. Simmer for 3-5 minutes until broccoli is bright green.', 'Finishing it off: I like to add a handful of golden raisins and cilantro (I know, I know, lots of levels of weird going on here) and I pinky promise that a quick swish of fish sauce and a sprinkle of brown sugar will take this over the top.']"
https://pinchofyum.com/wp-content/uploads/Apple-Cake-Slice-Square-183x183.jpg,Cinnamon Sugar Apple Cake,"This simple cinnamon sugar apple cake is light and fluffy, loaded with fresh apples, and topped with a crunchy cinnamon sugar layer!",1 hour,brown sugar cinnamon egg honeycrisp appl vanilla flour sugar bake soda butter buttermilk,"['Preheat oven to 325 degrees. Mix or whisk ingredients in order given, stirring until just combined. Fold in your apples.', 'Pour batter into a buttered 9×13 pan (alternatively, you can line with parchment paper).', 'Combine last 3 ingredients to make a topping and sprinkle / spread it evenly over the batter.', 'Bake for 45 minutes. Test with a toothpick if needed. Serve with honey butter or whipped cream if you want. APPLE CAKE IS THE BEST!']"
https://pinchofyum.com/wp-content/uploads/Three-Cheese-Gnocchi-Square-183x183.png,Three Cheese Baked Gnocchi with Spinach,"You’re in for a treat with this delicious Three Cheese Baked Gnocchi! Tender gnocchi blanketed in a creamy tomato sauce, speckled with fresh spinach and bites of melty cheese. Gorgeous!",40 minutes,mozzarella chees potato gnocchi garlic torn basil quarter onion hand babi spinach mascarpon chees passata tomato pure parmesan chees,"['Make the sauce: Preheat oven to 400 degrees. Heat the olive oil over medium low heat. Add the onion and garlic; sauté until translucent and fragrant. Add passata and water or broth; bring to a low simmer. Add torn basil, mascarpone, and salt. YUM.', 'Bake it up: Add gnocchi and spinach. Stir to coat evenly with sauce. Top with mozzarella slices and a sprinkle of Parmesan. Bake for 15-20 minutes, until gooey and light golden brown on top. Serve with more basil. THE END. That’s it. You’re in heaven.']"
https://pinchofyum.com/wp-content/uploads/Hot-Honey-Salmon-Square-183x183.png,Hot Honey Salmon,"This Hot Honey Salmon is giving off major fancy-to-eat-but-not-fancy-to-make vibes. Spicy-sweet salmon coated in fresh garlic, stone ground mustard, sweet honey, and flecks of red peppers flakes. It’s a magical little number! ",20 minutes,salmon lemon garlic juic lemon honey paprika red wine vinegar baguett salad green stoneground mustard red pepper flake,"['Make the sauce: Preheat the oven to 400 degrees. Mix the sauce ingredients in a small dish. Set a little sauce aside for to make a salad dressing later. See notes for this.', 'Bake the salmon: Line a baking sheet with foil (optional, but makes cleanup much easier). Place salmon skin side down. Brush or spoon the sauce over the salmon, getting it really well coated on top. Bake for 8-10 minutes depending on desired doneness and the thickness of your salmon filets, and broil for just a few minutes at the end to get it extra browned and pretty on top.', 'Finish and serve: Top each piece with more red pepper flakes. Serve with little lemon wedges, plus a green salad and maybe (for surely) a hunk of hot, crusty, buttered bread. Dreamy.']"
https://pinchofyum.com/wp-content/uploads/Curry-Paste-Recipe-183x183.jpg,Easy Thai Yellow Curry Paste,"This Easy Thai Yellow Curry Paste can be made with easy-to-find ingredients! Shallots, garlic, Thai chili peppers, ginger, lemongrass, and spices. So much flavor! ",55 minutes,lemongrass past roast coriand ginger garlic shallot curri powder turmer cilantro stem whole thai chili pepper,"['Preheat the oven to 350 degrees.', 'Prep the aromatics: Peel the shallots – then drizzle with 2 tablespoons oil and wrap in foil. Peel the ginger and cut into thin slices. Arrange in a single layer, drizzle with 2 tablespoons oil, and wrap in foil. Pull the outer paper off the garlic. Cut the pointy tops off the heads of garlic so the cloves are partially exposed. Drizzle with 2 tablespoons oil, and wrap each head of garlic in foil.', 'Bake the aromatics: Place all the foil packets on a baking sheet. Bake for 15 minutes. Remove the ginger (it should be soft), increase the temperature to 400, and roast the shallots and garlic for another 30 minutes until golden brown and very fragrant. When cooled, you can squeeze the garlic cloves out of the rest of the paper.', 'Soak the chilis: While the aromatics are roasting, pour boiling water over the chili peppers to rehydrate them. Let them soak for 15 minutes. Drain the water.', 'Make the paste: Put everything in a food processor or very strong blender. Pulse or puree until the yellow curry paste reaches your desired consistency. The recipe should make about 1 1/2 – 2 cups of curry paste, and I use about 1/3 cup or more in each of my yellow curry recipes, so usually I can get 4-5 batches of curry out of this yellow curry paste recipe. The paste keeps for about a week in the fridge and it freezes well!']"
