image,title,description,total time,ingredients,instructions
https://pinchofyum.com/wp-content/uploads/Chili-Garlic-Pappardelle-Square-183x183.png,Chili Garlic Pappardelle with Smashed Broccoli and Soft Eggs,"Slippery, spicy, bossy noodles with a minimal-ingredient sauce, topped with a pile of roasty smashed broccoli and a perfectly messy soft egg. Yes, please.",40 minutes,"['8 ounces DeLallo Egg Pappardelle', '4 tablespoons butter', '1 clove garlic, minced', '3 tablespoons hoisin sauce', '1 tablespoon honey', '1 tablespoon chili crisp (more to taste)', '1 tablespoon white miso', '1/2 cup reserved cooking water', 'freshly ground black pepper', '1 tablespoon chili crisp (optional for topping)', '1 head of broccoli, cut into florets (about 4 cups)', '1 tablespoon DeLallo Private Reserve Extra Virgin Olive Oil', '1/2 teaspoon salt', '4 eggs']","['Broccoli: Preheat the oven to 425 degrees. Arrange the broccoli on a sheet pan; drizzle with olive oil and sprinkle with salt. Roast for 20-25 minutes until softened and roasty. Smash each piece of broccoli with the back of a wooden spoon to create flat little crispy bites – transfer back to the oven and roast for another 5-10 minutes.\xa0', 'Eggs: I use this egg cooker (affiliate link) and fill the water line to “medium.” I let the eggs rest in cold water for about 5 minutes when they’re done cooking. You can also just use a normal pot on the stove to make a 6-minute egg. Here’s more on that.\xa0', 'Pasta:\xa0Cook pappardelle according to package directions.', 'Sauce: Melt butter in a large skillet over medium heat. Add garlic; cook until soft and fragrant. Add hoisin, honey, chili oil, and miso; whisk until mostly incorporated (it’ll be a little chunky from the miso but it’ll smooth out).\xa0Add reserved pasta water and let it come to a gentle simmer; add pasta and continue to cook for 3-5 minutes until the sauce is coating all of the bits of pasta.\xa0', 'EAT! Half the time I just end up eating these noodles over the stove in all their slippery, spicy goodness. But if you can manage, get the smashed broccoli and soft egg served up on top of a bowl of noodles, with an extra dollop of chili crisp over the eggs, and that is one beautiful meal.']"
https://pinchofyum.com/wp-content/uploads/Stephs-Chickpea-Curry-Square-183x183.png,Steph’s Chickpea Curry with Spinach and Rice,"Amazingly creamy, saucy chickpea curry served over rice with a dollop of chili crisp and a side of cucumber salad. Ready in 20 minutes!",25 minutes,"['1 tablespoon avocado oil', '2 cloves garlic, minced', '1 tablespoon brown sugar (more to taste)', '1 1/2 tablespoons red curry paste (currently loving Maesri or Thai Kitchen brand)', 'one 14-ounce can full fat coconut milk', '1 1/2 tablespoons soy sauce', 'one 14-ounce can chickpeas, drained and rinsed', '2-3 cups fresh spinach, chopped', '1/2 cup cilantro, chopped', '1 1/2 cups jasmine rice, uncooked']","['Cook rice according to package directions.', 'Heat the avocado oil over medium heat. Add the garlic and curry paste; sauté until softened and fragrant, about 1-2 minutes.', 'Add the brown sugar, coconut milk, and soy sauce. Bring to a low simmer until thickened slightly.', 'Add chickpeas, spinach, and cilantro; cook until chickpeas are heated through and spinach is wilted. Mash the chickpeas ever so slightly with the back of a wooden spoon if you want to change up the texture and make it more creamy.', 'Taste and adjust to your liking – we often add a squeeze of lime or some extra ginger or lemongrass, but it’s really not necessary. The flavor is totally there even with the most basic ingredient list. Serve over rice with a dollop of chili crisp (affiliate link) and a side of pickled cucumber salad if you want (and I promise you do want this – see notes). Top with more cilantro, if you want!\xa0']"
https://pinchofyum.com/wp-content/uploads/Miso-Crunch-Salad-Square-183x183.png,Miso Crunch Salad,"This Miso Crunch Salad is made for springtime! Major crunch for veggies like cabbage and kale, a tiny bite of heat from chili-flavored peanuts, chilled shrimp, and the perfect sweet miso dressing. ",10 minutes,"['1/3 cup avocado oil', '1/3 cup lime juice (4-6 limes)', '1/4 cup white miso', '1/4 cup sugar', '2 cloves garlic, minced', '1/2 teaspoon salt', '1 lb. cooked shrimp, cut into bite-sized pieces', '5 cups shredded Tuscan kale', '5 cups shredded green cabbage', '1 cup chili-flavored peanuts (or something similar)', '2 avocados', '1/2 cup sliced green onions', '1/2 cup chopped cilantro']","['Shake all dressing ingredients in a jar, or blend together in a small food processor (affiliate link) until smooth. If it’s on the thicker side, add a bit of water until it pours smoothly off the end of a spoon.', 'Toss all salad ingredients with dressing! You can do this as a large batch (serves 4-6) or prep the elements and store them separately to make the salads one at a time for individual lunches and dinners throughout the week, which is what I usually do! Crunchy, sweet, delicate, and fresh!\xa0']"
https://pinchofyum.com/wp-content/uploads/Red-Chile-Tostadas-with-Eggs-Square-183x183.png,Red Chile Tostadas with Eggs,"We’re making Red Chile Tostadas with Eggs! We’re talking creamy, crunchy, drippy, and tangy – the absolute perfect flavor combination. ",20 minutes,"['6 corn tortillas', '1/4 to 1/2 cup avocado oil or vegetable oil for frying', 'one 14-ounce can refried beans', '1 cup red enchilada sauce (I use a pouch of Frontera Red Chile Enchilada sauce - my all time fave)', '1/2 cup shredded cheddar cheese', '6 eggs', '2 tablespoons cilantro', '1 avocado', 'Pickled red onions']","['Make the Pickled Onions (optional): Slice a red onion very thinly (I use a mandoline for this). Transfer to a jar and add white vinegar. Fill the rest of the jar with water and add a pinch of both salt and sugar. Shake and place in the fridge – they’ll be ready to go within 30-60 minutes, and can stay in the fridge for 1-3 days.*', 'Fry the tortillas: Heat the oil over medium heat (I use a cast iron for this). When the oil is hot, fry the tortillas for a minute or two on each side until golden and crispy. Transfer to a paper towel lined plate to absorb excess oil; sprinkle with salt.', 'Fry the eggs: Wipe the pan clean. Return to medium heat. Add a few tablespoons of enchilada sauce to the pan, making a little pool of sauce for each egg. The sauce may sizzle, so wear an apron! Crack the eggs directly into the center of each pool of sauce;\xa0 2 eggs is the most I can fit in my pan at one time. Cook until the whites are completely set, 4-5 minutes. The sauce will caramelize a bit around the edges (so good). Sprinkle a bit of cheddar cheese around the edges of the eggs for the last few minutes to get a crisped, cheesy edge on your egg.', 'Assemble tostadas: When the eggs are done, layer your tostadas: crispy tortilla, refried black beans, fried egg. Sprinkle with salt, cilantro, pickled onion, and/or chunks of avocado. SO so good!']"
https://pinchofyum.com/wp-content/uploads/Cilantro-Orange-Chicken-61-Square-183x183.jpg,Cilantro Orange Chicken with Rice and Beans,"This golden Cilantro Orange Chicken is so flavorful, crisped to golden brown perfection, and just very finger-licking good! Served with rice, beans, and a quick homemade pineapple salsa.",30 minutes,"['1/4 - 1/2 cup cilantro, finely chopped', '2 cloves garlic, grated', 'juice of 2 oranges (about 4-5 tablespoons juice) + a bit of zest', '3 tablespoons brown sugar', '3 tablespoons avocado oil', '2 tablespoons white vinegar', '1 1/2 teaspoons salt', '1.25 pounds boneless skinless chicken thighs, cut into bite sized pieces', 'wood or metal skewers (optional)', 'one 8.8-ounce pouch pre-made yellow rice (or make your own!)', 'one 14-ounce can refried or regular black beans', '1-2 cups diced pineapple, mango, and/or avocado (optional)']","['If you’re using wood skewers, start soaking them!', 'Line a baking sheet with parchment paper or aluminum foil. Turn on the broiler, and make sure one of the oven racks is way up at the top, about 6 inches from the heating element.', 'Place chicken in a large mixing bowl.\xa0', 'Combine the sauce ingredients in a small bowl.', 'Pour only half of the sauce over the chicken and toss to coat; reserve the other half of the sauce for later. Thread the chicken pieces onto skewers, or you can just let the excess sauce drip off and add the chicken directly to your sheet pan! If you want (I do!) season the chicken with a little pinch of extra salt.', 'Broil for 12 minutes, or until chicken is cooked through and has a burnished and golden exterior.', 'Optional – mix a little bit of the reserved sauce with the diced pineapple/mango/avocado to make a little “salsa.”', 'Brush the golden brown chicken with reserved sauce. Serve chicken with rice, beans, and your fruit salsa! Fresh, juicy and savory, so good.']"
https://pinchofyum.com/wp-content/uploads/butter-chicken-3-square-183x183.jpg,Butter Chicken Meatballs,These butter chicken meatballs are covered in a rich and mildly spiced tomato gravy that is made luxurious with just a little bit of butter and cream. Serious weeknight magic!,20 minutes,"['1 tablespoon avocado oil or olive oil', 'half of an onion, roughly chopped', '3 cloves garlic, minced (or a garlic paste)', 'a small piece of fresh ginger, grated (or a ginger paste)', '1/4 teaspoon turmeric', '1/4 teaspoon smoked paprika', '1/2 teaspoon garam masala', '1/2 teaspoon cumin', 'one 14-ounce can crushed tomatoes or plain tomato sauce', '1/2 cup water (more as needed later)', '1/2 teaspoon to 1 teaspoon kosher salt (I use 1 teaspoon, just depends how salty you want it)', '1 teaspoon sugar', '20 ounces of cooked chicken or turkey meatballs (these are the ones I always use! this should be about 4 cups of meatballs)', '2 tablespoons butter', '1/3 cup heavy cream (more to taste)', '1 1/2 cups basmati rice, or precooked rice', '1/4 cup fresh cilantro']","['Make your rice according to package directions.', 'Heat oil over medium heat in a large skillet or Dutch oven over medium heat. Add onion, garlic, ginger, and spices; sauté until softened.\xa0', 'Add tomatoes, water, salt, and sugar. Simmer for 10-15 minutes.\xa0', 'Transfer the sauce to a blender and puree until smooth, or use an immersion blender directly in the pot to blend.\xa0', 'Add sauce back to the pan. Add the meatballs; simmer with the cover on or keep on low heat until warmed through.', 'Add the butter and cream to make a luscious, heavenly sauce to coat your meatballs.', 'Serve over rice with a sprig or sprinkle of cilantro. Add spiciness to taste with cayenne or chili oil! OH ME OH MY.']"
https://pinchofyum.com/wp-content/uploads/Carrot-Cake-Coffee-Cake-Square-183x183.jpg,Carrot Cake Coffee Cake,"Carrot Cake Coffee Cake! A super easy batter loaded with shredded carrots, topped with a thick crumbly cinnamony streusel, and finished with a melty sweet honey butter.",55 minutes,"['2 large carrots', '3/4 cup granulated sugar', '1/2 cup butter, melted', '2 eggs', '1 cup flour', '1 teaspoon baking soda', '1 teaspoon cinnamon', 'pinch of salt', '4 tablespoons butter, melted', '1/2 cup flour', '1/2 cup brown sugar', '1 teaspoon cinnamon', 'pinch of salt']","['Prep: Preheat the oven to 350 degrees. Peel and grate the carrots (I use my food processor). You should have about 1 1/2 cups.', 'Cake Batter: Whisk sugar, melted butter, and eggs. Stir in carrots. Add flour, baking soda, and cinnamon. Mix until just combined. The batter will be very thick.', 'Streusel: Mix ingredients for the streusel until you get a texture that looks like pebbles (sometimes I use my hands to mix it all together).', 'Bake: Spread batter into a greased 9-inch round baking pan (see FAQs). Sprinkle with streusel. Bake for 30 minutes until the center is just set. Top with honey butter if you’re extra (you are).']"
https://pinchofyum.com/wp-content/uploads/Favorite-Browned-Butter-Chocolate-Chip-Cookies-Square-183x183.jpg,Favorite Browned Butter Chocolate Chip Cookies,"Favorite Browned Butter Chocolate Chip Cookies! Browned butter and brown sugar caramelly goodness, crispy edges, barely thick and soft centers, and melty little puddles of chocolate chips.",1 hour 5 minutes,"['1 cup unsalted butter (2 sticks)', '1 cup white sugar', '1 cup brown sugar', '1 tablespoon vanilla', '2 eggs', '2 1/2 cups + 2 tablespoons\xa0flour\xa0(see the FAQs above for notes on spooning the flour and flour amounts)', '1 teaspoon baking soda', '1 teaspoon baking powder', '3/4 teaspoon salt', '1 1/2 cups chocolate chips or chocolate chunks']","['Brown the butter: Cut the butter into small pieces for even melting. Melt the butter in a wide stainless steel skillet over medium heat. Swirl the pan a few times as the butter melts. It will get bubbly and then foamy – use a heat-proof spatula to scrape the butter across the bottom of the pan to prevent burning. You’ll see the butter start to turn golden brown very quickly, and you’ll be able to smell it (yum). When it is a nice golden brown color, remove from heat and transfer to a cool bowl or glass measuring cup, being careful not to burn it. The whole process should take about 5 minutes. Let the butter cool for another 5-10 minutes while you measure and prep everything else.', 'Add the butter, sugars, and vanilla to the bowl of an electric mixer. Beat on medium high speed for 2-3 minutes.', 'Add the eggs and beat for 1-2 minutes until shiny and smooth.\xa0', 'Add the flour, baking soda, baking powder, and salt. Mix until just combined into a dense, shiny dough. Let the dough cool for 15-20 minutes (if you add the chocolate chips now, they will melt).', 'Mix in the chocolate chips or chunks (sometimes it helps to do this by hand). Let the dough rest for another 20-30 minutes. This helps hydrate the flour and carry the browned butter flavor farther in the cookies.', 'Preheat the oven to 350 degrees. Roll or scoop your cookie dough into 3-tablespoon balls onto a baking sheet. Bake for 9 minutes, until the edges look cooked but the middles are still slightly soft and puffy.\xa0', 'Remove from the oven and let the cookies rest for 15-20 minutes. I KNOW I KNOW I KNOW this is very hard. But as they rest, the middles are going to sink down and kind of densify the middle, so you get that crispy exterior with the barely-thick, underbaked center.']"
https://pinchofyum.com/wp-content/uploads/salmon-burgers-recipe-183x183.jpg,Salmon Burgers with Slaw,These salmon burgers are THE YUMMIEST! and made with just five ingredients. The best for a quick + easy high protein lunch or dinner.,15 minutes,"['12-14 ounces cooked salmon (canned is great! - see notes)', '2 eggs', '1/2 cup breadcrumbs', '1 teaspoon salt', '1/2 teaspoon garlic powder', '1/4 cup chopped fresh herbs, like chives, parsley, or dill', 'a squeeze of lemon juice', 'olive oil for pan-frying', '1 head green cabbage, finely shredded', '1 cup plain Greek yogurt', '2-3 tablespoons white distilled vinegar (more to taste)', '1 teaspoon salt', '1/2 teaspoon garlic powder', '1/2 cup chopped fresh herbs like chives, parsley, and dill', 'a drizzle of olive oil']","['For the salmon: Flake the salmon apart. Mix all burger ingredients together and form into 3 large or 4 medium patties. Heat olive oil over medium heat, ideally in a nonstick skillet. Fry the burgers for a few minutes on each side until golden brown and crispy. Place on a paper towel lined plate and sprinkle with salt.', 'For the slaw: Mix all slaw ingredients together. Taste and adjust.', 'Serve:\xa0Serve up those hot salmon burgers on a bed of creamy slaw. I top mine with a dollop of extra yogurt and a swizzle of oil and more herbs. Can’t stop me.']"
https://pinchofyum.com/wp-content/uploads/Sopa-Tarasca-Square-183x183.png,Sopa Tarasca (Pinto Bean Soup) with Jalapeño Corn Fritters,"Let’s make Sopa Tarasca! It’s a creamy, silky Mexican-inspired soup made with pinto beans, warm chili spices, and whole tomatoes. And you NEED a big pile of the jalapeño corn fritters on top. Drooling over this one! ",40 minutes,"['2 tablespoons olive oil', '1 onion, chopped', '4 cloves garlic, smashed', '1/2 tablespoon ancho chili powder', '2 teaspoons cumin', 'one 28-ounce can whole tomatoes', 'two 14-ounce cans pinto beans, drained', '2-3 cups water or vegetable broth', '2 teaspoons salt (more or less to taste)', '1 3/4 cups frozen corn', '1/4 cup flour', '1 tablespoon cornstarch', '1/4 to 1/2 cup cotija cheese', 'minced jalapeño (to taste - one is usually more than enough)', '1/2 teaspoon salt, and/or salt for topping', '1 cup vegetable oil for frying']","['Heat olive oil over medium high heat. Add onion and garlic; sauté until soft and fragrant. Add ancho chili powder and cumin; sauté for 1-2 minutes. Add tomatoes; simmer for 15 minutes. Transfer mixture to a blender and blend until smooth. Return to pot.\xa0', 'Add pinto beans to blender; puree with water or broth. Return to pot and stir it into the tomato mixture. Simmer over low heat until ready to serve.', 'For the corn fritters, pulse 1 cup of the corn in a food processor until smooth-ish. Mix your pureed corn with the flour, cornstarch, Cotija, jalapeño, and salt. Add in remaining 3/4 cup corn. Pour several cups of oil into a skillet for frying. Heat over medium heat. When the oil is hot, add the corn batter in small rolled balls – about 1-2 tablespoons per fritter (a cookie dough scoop works well for this). Fry until golden on both sides. Remove from the oil and drain on paper towels.', 'Serve soup topped with corn fritters, crema, Cotija cheese, cilantro, and anything else your heart is asking for. YUM.']"
https://pinchofyum.com/wp-content/uploads/Ginger-Peanut-Chicken-Square-183x183.jpg,Ginger Peanut Chicken with Coconut Rice,"Juicy, quick-marinated, Ginger Peanut Chicken on a bed of THE MOST LUSH coconut jasmine rice, with speckles of crunchy peanuts, bright fresh cilantro, and lime squeezes.",25 minutes,"['1 1/4 pounds chicken thighs, fat trimmed, cut into small bite-sized pieces', '1-inch piece of ginger, grated', '3 green onions, thinly sliced (white parts and green parts separated)', 'zest and juice of 1-2 limes', '2 tablespoons brown sugar', '1 1/2 teaspoons salt', '1 tablespoon olive oil or avocado oil', '2-3 cloves garlic, minced', '1/2 cup chopped roasted peanuts', '1/2 cup chopped cilantro', '1 cup spinach, bok choy, etc.', '2 cups white or jasmine rice', '1 1/2 cups water', '1 can coconut milk', 'a pinch of salt']","['Marinate Chicken: In a stainless steel bowl, mix the chicken with the ginger, green onions (white parts), lime zest, brown sugar, salt, and oil. Marinate for 20 minutes-2 hours.', 'Rice: Add the rice ingredients to an Instant Pot. Cook on high pressure for 3 minutes, followed by a natural pressure release for 10-15 minutes (it won’t be quite done yet after 3 minutes – it needs the rest time to finish cooking). Release the steam, fluff with a fork, and attempt not to eat the whole thing! (Don’t have an Instant Pot? Alternative methods are in the notes section!)', 'Cook Chicken: Heat a large skillet (nonstick or cast iron work well) to medium-high heat. Add the marinated chicken to the pan, working in 1-2 batches depending on the size of your pan. Leave the chicken sitting undisturbed for several minutes to get a nice caramelization on the chicken.', 'Adding Extras: When all the chicken is cooked, turn the heat down slightly and add the peanuts and garlic to the pan. Sauté for 3-5 minutes to get the peanuts roasty and the garlic nice and fragrant.', 'Finish by adding in the cilantro, green onion, and spinach. Squeeze lime juice into the pan and season with more salt and pepper as needed.', 'Serve over coconut rice! SO simple but so good.']"
https://pinchofyum.com/wp-content/uploads/Strawberry-White-Chocolate-Chip-Cookies-Square-183x183.jpg,Strawberry White Chocolate Cookies,These are HUGE Strawberry White Chocolate Cookies speckled with creamy and rich white chocolate chips and beautifully balanced with tart freeze-dried strawberries. Grab your baking essentials and let’s go! ,25 minutes,"['1/2 cup butter (I usually use salted), softened', '1/2 cup packed light brown sugar', '1/4 cup granulated sugar', '1 egg', '1 teaspoon vanilla extract', '1 1/4 cups and 2 tablespoons flour (see notes section for weight in grams)', '3/4 teaspoon baking soda', '1/2 teaspoon salt', '1/2-3/4 cup freeze-dried strawberries', '1/2 cup white chocolate chips']","['Preheat the oven to 350 degrees F.\xa0', 'Using a stand mixer or an electric hand mixer, combine the butter with the sugars until creamy.', 'Add the egg and vanilla; mix until just combined.', 'Add the flour, baking soda, and salt; mix until just combined.', 'Fold in the white chocolate chips. Crush the strawberry pieces gently by hand, not into powder but just into small chunks. Fold strawberry pieces into the dough.', 'Roll into balls (9-12 total) and bake on a parchment-lined baking sheet for 9-11 minutes depending on the size of your cookies. I usually do this in two batches. At 9-10 minutes, the cookies will be puffed up slightly – they’re not going to stay like that! You’ll want to let them sit out for a few minutes so they can sink back down and firm up into soft, dense, buttery, delicious little miracle cookies.']"
https://pinchofyum.com/wp-content/uploads/Couscous-Skillet-Square-183x183.png,"Pearl Couscous Skillet with Tomatoes, Chickpeas, and Feta","Steamy, saucy goodness! This Couscous Skillet is packed with vibrant flavors and freshness. Pearl couscous, tomatoes, chickpeas, spices, kale, and a bunch of fresh herbs and feta on top. ",30 minutes,"['2 tablespoons olive oil', '1 shallot, thinly sliced', '1/2 teaspoon cumin', 'one 14-ounce can chickpeas (drained and rinsed)', 'one 14-ounce can diced tomatoes (I like fire-roasted)', '3/4 cups water or vegetable broth', '1 teaspoon salt', '1/2 cup pearl couscous', '1/4 cup fresh chives, chopped', '3-4 tablespoons of mint leaves, chopped (optional, for topping)', '1/2 cup crumbled feta cheese (optional, for topping)', '4-5 stalks kale, stems removed, torn into small bite-sized pieces (can be curly kale or lacinato kale, I use both)', '3 tablespoons olive oil', '1 tablespoon red wine vinegar', '1 tablespoon maple syrup', 'salt and pepper to taste']","['Add the olive oil to a skillet over medium heat. Add shallots and cumin; sauté until softened, about 5 minutes. Add the chickpeas and mash gently a few times – this is optional but just creates a more interesting texture and helps it get a little bit creamy. ', 'Add the diced canned tomatoes; bring to a simmer. ', 'Add the broth, salt, and couscous; bring to a simmer, then cover and keep on low heat for 6-8 minutes or until the couscous is soft and has absorbed most of the liquid. It should be nice and soft / chewy, like an al dente pasta. ', 'Finish by stirring in chives. Massage the kale with the dressing ingredients in a small bowl for a minute or two, just until tender. ', 'Serve couscous with a little side of the massaged kale. Top individual servings with mint leaves and feta. Creamy, chewy, comforting – it’s so good! ']"
https://pinchofyum.com/wp-content/uploads/Bistro-Salad-62-2-183x183.jpg,Liz’s Bistro Salad,"Crunchy, light, bright, and ultra-fresh. This French-inspired bistro salad is an absolute star as a side for nearly any dinner. Tender greens, fresh herbs, pickled onions, and a delicate vinaigrette on top. ",45 minutes,"['1 red onion, thinly sliced', '1/4 cup white or red wine vinegar', '1/2 cup water', 'a pinch of salt and sugar', '1 romaine heart, stem removed and chopped', 'half a head of butter lettuce, stem removed, gently torn', '2 tablespoons fresh minced tarragon', '1/2 cup fresh dill, chopped or torn', '1/4 cup fresh chives, minced', '1/2 cup canola oil (see notes)', '3 tablespoons lemon juice (more to taste)', '3/4 teaspoon salt', '1 teaspoon sugar', '1 teaspoon dijon mustard or mayo - the purpose of this is to emulsify the dressing']","['Pickled Onions: Place the onions in a jar; fill the jar about a third of the way with vinegar, then fill to the top of the onions with water. Add salt and sugar, shake, and keep in the fridge for a few hours or a few days. (I’d suggest 30 minutes minimum if you’re short on time.) ', 'Vinaigrette: Shake all dressing ingredients in a jar. It should be pleasantly bright and mellow – remember we’ll be adding a bunch of onions and herbs to the salad, so it’s okay for this dressing to be pretty chill. Keep this in the fridge if making ahead. ', 'Salad: Prep all your salad greens – chop the romaine and the herbs, and gently tear the lettuce leaves into bite sized pieces. ', 'Toss: Just before serving, toss greens, herbs, pickled onions, and dressing together – starting with about half of the dressing that’s in the jar, and adding more as necessary. ', 'Serve: Taste and adjust; add salt and pepper to taste. It’s tender, bright, a little puckery, and so fresh. I love it. ']"
https://pinchofyum.com/wp-content/uploads/7-Layer-Beet-Salad-Square-183x183.png,7-Layer Beet Salad,"This 7-Layer Beet Salad is a stunner! Studded with cooked beets, supremed oranges, chopped pistachios, creamy truffle ricotta, and a bit of fresh mint. So fresh, so good!  ",15 minutes,"['2-3 cups chopped kale', '1/4 cup of balsamic store-bought dressing, simple green salad dressing, or just olive oil and lemon', '2-3 oranges, cut into rounds', ""8 small cooked beets (2 packages if you're buying Love Beets)"", '1 minced shallot', '1/2 cup truffle ricotta or ricotta cheese', '1/2 cup pistachios, chopped', '2 tablespoons fresh mint OR other chopped herbs you like (basil, chives, or thyme would be good)']","['Massage kale with a bit of the dressing to soften it. Trust me – it will taste way better. ', 'Cut the beets, oranges, and shallots. ', 'Spread a little bit of your creamy element onto the serving platter. If this is a salad for one, I would use about 3 tablespoons. If it’s a salad for 4-6, I would use more like 1/2 cup. ', 'Layer the rest of the 6 ingredients: massaged kale, beets, oranges, shallots, pistachios, and herbs. Finish with olive oil, salt, and pepper if you want. I love this salad with a hunk of good focaccia. ']"
https://pinchofyum.com/wp-content/uploads/Cream-Cheese-Danishes-Square-183x183.png,Cream Cheese Danishes with Sugared Cranberries and Vanilla Butter Glaze,Everything about these cream cheese danishes will bring holiday joy to your kitchen! Twirls of crescent dough layered with cream cheese and baked with a pool of strawberry jam and a buttery glaze on top to finish. Add in those sugared cranberries to bring it right over the top! ,30 minutes,"['1 roll refrigerated crescent rolls', '2 ounces cream cheese', '1 tablespoon granulated sugar', '1 egg + 1 tablespoon milk (for egg wash)', '1/2 cup jam or fruit spread (I like a classic strawberry but this is also delicious with something more seasonal)', '1/2 cup powdered sugar', '1 tablespoon warm melted salted butter', '1 tablespoon warm water', '1/8 teaspoon vanilla extract', '3 cups fresh cranberries', '1/2 cup water', '1 1/4 cups granulated sugar']","['Make the sugared cranberries: Boil 1/2 cup water with 1/2 cup sugar for 3-4 minutes. Add washed and dried cranberries to the pot; stir to combine. Transfer to a parchment-lined tray and let cool for one hour (to make them sticky and not overly wet). Once cool and sticky, toss with the remaining 3/4 cup sugar to coat.', 'Make the cream cheese danishes: Preheat the oven to 375 degrees. Unroll the dough out into one flat piece on a clean work surface. Use a rolling pin to roll it out and press the seams together. You want to make a solid rectangle that is just a bit bigger than the original shape.', 'Mix the softened cream cheese with the sugar until well combined. Spread evenly over the dough.', 'Cut the dough into 4 long strips. Fold each strip in half (so the cream cheese isn’t getting all over your hands) and then twist each strip into a long rope. Roll the rope into a spiral to make the shape of the danish. Transfer to a parchment-lined baking sheet.', 'Mix the egg and milk to make an egg wash. Brush each danish with egg wash and dollop each danish with 1 tablespoon of the jam. Bake for 10 minutes; if you want, increase temperature to 400 and bake for 3-5 more minutes to achieve desired browning.', 'Finish and glaze: Remove from oven and let cool. While cooling, whisk the glaze ingredients together.', 'Top each danish with a few sugared cranberries (see notes below) and drizzle with glaze. I really (like, really) enjoy eating these warm. The cream cheese layer, the jammy goodness, the tart crunch from the cranberries… oof. So good!']"
https://pinchofyum.com/wp-content/uploads/Ginger-Chicken-Meatball-Sandos-Square-183x183.png,Ginger Chicken Meatball Sandos,"Golden brown chicken meatballs cozied up next to fixings like cucumbers, shallots, kewpie mayo, mint, a bit of chili crisp*, and some fresh cilantro to make the ultimate chicken sando!",40 minutes,"['2 cloves garlic', '1 serrano pepper, stem removed', 'one 1-inch piece of ginger, peeled', 'a bunch of fresh cilantro', '3 teaspoons fish sauce', '1 1/2 tablespoons brown sugar', '1 tablespoon cornstarch', '1 pound ground chicken', '2 tablespoons olive oil', 'pinch of salt', '4 pieces soft bread - either soft French bread or flatbread like pita or naan', '1/2 cup mayo or kewpie*', '1 cucumber, sliced', '1 sliced shallot or red onion', '2 tablespoons cilantro', '1/4 cup mint leaves', '2 tablespoons chili crisp* or sriracha']","['Blitz garlic, serrano pepper, a bunch of fresh cilantro, and a piece of ginger in a small chopper or food processor until minced.', 'Add mixture to a large bowl. Mix with ground chicken, fish sauce, brown sugar, cornstarch, and salt. Form into 12 meatballs – they will be wet but that’s okay. The shape doesn’t need to be perfect!', 'In a large skillet with a lid, heat oil over medium-high heat. Add the meatballs and let them begin to cook.', 'Add 2 tablespoons water; it will sizzle, so wear an apron and have your lid ready! Put the lid on the pan and let the meatballs cook for a few minutes. Uncover, flip, and repeat. Within about 10 minutes, the meatballs should be cooked through, tender, and nicely golden brown.', 'To serve, warm the bread so it’s nice and soft. Shmear with mayo, top with meatballs, sliced cucumber, sliced shallot, cilantro and mint, and a drizzle of chili crisp. Messy, saucy, and mind-blowingly delicious.']"
https://pinchofyum.com/wp-content/uploads/Gnochi-Feature-1-183x183.jpg,Instant Pot Short Rib Ragu,"Instant Pot Short Rib Ragu! Ready in an hour. AMAZING on gnocchi, pasta, polenta, rice, potatoes, and more.",55 minutes,"['lbs bone-in short ribs (or 1 lb boneless)', '1 tablespoon vegetable oil', '1 small onion, finely diced', '2 cloves garlic, chopped', '1/4 cup dry red wine', 'one 25-oz jar store bought marinara/spaghetti sauce (I use DeLallo tomato basil sauce)', '1/2 cup water', '1/2 teaspoon salt', '1/4 teaspoon crushed red pepper', 'salt & pepper, to taste', '1 lb. pasta or gnocchi']","['Get ready: Turn instant pot on to the sauté setting. While it heats up, trim any excess fat from the short ribs, then pat dry with a paper towel. Generously season the meat with salt and pepper.', 'Brown those short ribs: Add oil to the Instant Pot. Add the short ribs to the hot oil and sear on all sides until brown. (The meat does not need to be fully cooked. Just browned.) Remove from pot and set aside.', 'Onions, garlic, and wine: Use tongs & paper towel to remove any excess oil from the pot. Add onion and garlic and sauté until tender, about 3 minutes, scraping the browned bits off the bottom of the pot. Pour wine in to deglaze (*sizzzles*) and cook for about 2 minutes.', 'Go-time:\xa0Add short ribs, tomato sauce, salt and crushed red pepper to pot. Use 1/2 cup water to rinse out sauce jar and add to pot. Set Instant Pot to the stew/meat setting (35 mins). When it’s done, let it sit untouched for a natural steam release.', 'Finish up: Remove meat to sheet pan. Shred into bite size pieces, removing bones and any large pieces of fat. Meanwhile, set the Instant Pot to sauté again to reduce/thicken the sauce. Skim any fat off top of sauce and add meat back in. Taste and add salt & pepper if needed.', 'Serve: Serve over cooked pasta or gnocchi. Yummmo!']"
